Policy_ID,Trip_Type,Destination,Duration_Days,Premium,Coverage_Amount,Medical_Cover,Trip_Cancellation,Baggage_Loss,Claim_Status,No_Claim_Years
T01135,Domestic,UK,15,2137.38,61068,Yes,No,No,No,1
T01136,Domestic,UAE,5,7618.01,574674,Yes,No,No,Yes,3
T01137,International,UK,20,7826.29,670315,Yes,No,No,No,4
T01138,International,USA,3,3561.0,146001,No,Yes,No,No,0
T01139,Domestic,India,28,6369.99,385776,Yes,No,No,No,3
T01140,International,UAE,27,5136.08,187506,Yes,No,No,No,5
T01141,International,UK,21,6365.53,238608,No,No,No,Yes,2
T01142,Domestic,Europe,16,7777.07,561884,Yes,Yes,No,No,3
T01143,International,UK,3,5768.49,337716,No,No,No,No,4
T01144,International,Singapore,5,2026.59,67260,Yes,No,No,No,5
T01145,International,USA,22,9731.0,700632,Yes,Yes,No,Yes,0
T01146,International,UK,11,4287.0,205776,Yes,No,No,No,0
T01147,International,USA,13,1770.02,65246,Yes,No,No,No,4
T01148,Domestic,Europe,18,1444.43,115884,Yes,No,No,No,4
T01149,International,UK,23,5077.63,274924,Yes,Yes,No,No,2
T01150,International,India,2,7485.0,516465,Yes,No,Yes,No,0
T01151,International,UAE,4,4545.82,387233,Yes,Yes,No,No,5
T01152,Domestic,USA,29,6959.17,554550,Yes,No,No,No,3
T01153,International,Singapore,10,1772.59,62752,No,No,No,No,5
T01154,Domestic,Singapore,21,539.0,30800,Yes,Yes,No,Yes,1
T01155,Domestic,USA,15,8423.1,541485,Yes,No,No,No,1
T01156,Domestic,Australia,3,4428.29,148831,Yes,No,No,No,4
T01157,International,UAE,1,5810.42,145200,No,No,No,No,2
T01158,International,USA,1,7152.04,262728,Yes,No,No,No,1
T01159,Domestic,USA,4,4621.0,341954,Yes,No,No,No,0
T01160,Domestic,Australia,10,5533.8,428540,Yes,Yes,No,No,5
T01161,International,Singapore,7,5592.56,185610,Yes,No,Yes,No,5
T01162,International,Australia,28,1267.33,27480,Yes,No,No,No,4
T01163,International,USA,8,879.07,69116,Yes,No,No,Yes,3
T01164,Domestic,USA,25,6683.48,565188,Yes,No,No,Yes,4
T01165,Domestic,USA,29,2570.4,71006,No,No,No,No,3
T01166,International,Europe,24,7586.48,616875,Yes,No,No,No,4
T01167,International,USA,15,3557.57,173565,Yes,Yes,No,No,4
T01168,International,Australia,5,4318.53,341786,Yes,No,No,No,4
T01169,Domestic,Europe,11,1955.8,103900,Yes,No,No,No,3
T01170,Domestic,India,14,1634.85,99009,Yes,Yes,No,No,3
T01171,International,UK,13,6186.32,435955,Yes,Yes,No,Yes,4
T01172,International,USA,22,1499.4,105570,Yes,No,No,No,1
T01173,Domestic,UK,29,4756.86,287274,No,No,No,No,2
T01174,International,USA,14,4537.89,108675,No,Yes,No,No,2
T01175,Domestic,Europe,14,5985.21,292904,Yes,No,No,No,2
T01176,International,Singapore,9,3027.81,135114,Yes,No,No,No,3
T01177,Domestic,USA,3,6632.58,303021,No,Yes,No,Yes,3
T01178,Domestic,UK,12,9472.68,753948,Yes,No,Yes,No,1
T01179,International,UK,19,8990.3,571021,Yes,Yes,No,No,2
T01180,Domestic,Singapore,28,3483.37,90675,Yes,Yes,No,No,2
T01181,International,USA,21,8079.02,569335,Yes,No,No,No,4
T01182,International,India,25,3465.47,276150,No,Yes,Yes,No,3
T01183,Domestic,UK,22,4617.6,225976,Yes,No,No,No,2
T01184,International,USA,1,589.36,46292,Yes,No,No,Yes,5
T01185,Domestic,India,29,8658.3,432915,Yes,Yes,No,No,1
T01186,International,Singapore,4,5134.27,335120,Yes,No,Yes,No,5
T01187,International,Singapore,22,626.42,49203,Yes,No,No,No,5
T01188,International,UAE,11,8961.12,219456,Yes,No,No,Yes,1
T01189,Domestic,India,17,6172.88,430227,Yes,No,Yes,Yes,5
T01190,International,UK,22,3891.54,117508,Yes,Yes,No,Yes,2
T01191,Domestic,Australia,24,4002.89,289204,Yes,No,Yes,No,3
T01192,Domestic,Europe,5,5782.98,247842,Yes,Yes,No,No,1
T01193,International,Australia,27,1277.48,34625,Yes,No,No,Yes,4
T01194,International,India,18,5378.33,422450,Yes,No,No,No,5
T01195,International,India,17,7776.3,444360,Yes,Yes,No,No,1
T01196,International,India,13,758.0,30320,No,No,No,No,0
T01197,International,UK,4,4813.0,279154,Yes,No,No,No,0
T01198,International,Europe,28,6997.76,275095,Yes,Yes,No,Yes,3
T01199,Domestic,Australia,17,4754.94,232697,Yes,No,No,No,2
T01200,Domestic,Europe,20,6889.53,563640,Yes,No,Yes,No,3
T01201,International,Europe,5,7618.95,331895,Yes,Yes,No,No,3
T01202,International,UAE,6,5620.8,191104,Yes,No,Yes,No,3
T01203,International,Australia,1,5869.27,305564,Yes,No,No,No,3
T01204,International,UAE,11,4824.91,251088,Yes,No,No,No,4
T01205,Domestic,UAE,22,6470.41,154330,Yes,No,No,No,4
T01206,Domestic,Singapore,11,8984.64,586752,Yes,Yes,Yes,No,1
T01207,Domestic,Singapore,22,4211.0,223183,Yes,No,No,No,0
T01208,Domestic,USA,26,6077.28,451990,Yes,No,No,Yes,3
T01209,International,Singapore,7,5684.0,290000,Yes,No,No,No,1
T01210,International,UK,5,3304.0,118944,Yes,Yes,No,No,0
T01211,Domestic,USA,8,7566.72,410179,Yes,No,Yes,Yes,5
T01212,International,UK,1,795.21,25668,No,No,No,No,2
T01213,Domestic,UAE,13,1833.67,79520,Yes,No,Yes,No,4
T01214,International,UAE,4,3614.78,243939,Yes,No,No,No,5
T01215,International,Australia,11,6012.0,318636,Yes,No,No,No,0
T01216,International,Singapore,11,5635.04,473784,Yes,Yes,No,No,5
T01217,International,Singapore,18,5261.07,202686,Yes,No,No,No,2
T01218,International,Australia,21,887.0,64751,No,No,No,No,0
T01219,Domestic,Australia,26,7295.54,379337,Yes,No,No,Yes,5
T01220,International,UAE,2,2772.64,96192,Yes,Yes,No,No,4
T01221,International,India,16,6255.5,142422,Yes,No,No,No,4
T01222,Domestic,Australia,24,9604.98,372438,Yes,No,Yes,No,1
T01223,Domestic,India,11,3169.15,98168,No,Yes,Yes,No,5
T01224,Domestic,India,25,7738.48,378212,Yes,No,Yes,No,3
T01225,International,UAE,4,2578.89,156915,Yes,No,No,No,5
T01226,International,Europe,9,7683.0,161343,Yes,No,No,No,0
T01227,Domestic,UAE,25,4164.0,312300,No,No,Yes,Yes,0
T01228,Domestic,India,28,3996.23,203366,No,No,No,No,5
T01229,Domestic,USA,25,3641.84,235104,No,No,No,Yes,2
T01230,International,UAE,28,7822.6,525822,Yes,No,No,No,4
T01231,International,UK,23,4409.0,216041,Yes,No,No,No,0
T01232,Domestic,Singapore,6,7087.48,437988,Yes,No,No,No,4
T01233,International,Australia,29,1697.0,37334,Yes,Yes,No,No,0
T01234,Domestic,UK,25,8559.32,558976,Yes,Yes,No,No,1
T01235,International,Europe,6,8494.26,631750,Yes,No,No,No,3
T01236,International,UAE,19,7029.0,477972,Yes,No,Yes,No,0
T01237,Domestic,USA,4,7233.21,533256,Yes,Yes,Yes,No,4
T01238,Domestic,UK,26,9164.96,336672,Yes,No,No,Yes,1
T01239,Domestic,USA,24,6405.0,499590,Yes,No,No,No,0
T01240,International,UK,3,3607.26,135216,Yes,No,No,Yes,2
T01241,International,UK,19,2353.92,170068,Yes,Yes,No,No,3
T01242,International,Australia,1,1689.0,87828,Yes,No,Yes,No,0
T01243,Domestic,UAE,17,6766.9,365965,Yes,Yes,No,No,1
T01244,Domestic,Australia,28,7333.61,328348,Yes,Yes,Yes,Yes,2
T01245,International,Europe,8,4737.45,314460,Yes,No,No,No,5
T01246,Domestic,India,4,2966.46,199782,Yes,No,No,No,1
T01247,Domestic,Europe,7,6324.92,206528,Yes,No,No,Yes,1
T01248,International,USA,27,6444.28,389180,Yes,Yes,No,No,2
T01249,Domestic,Singapore,20,8886.64,480604,Yes,No,No,No,1
T01250,International,India,26,759.68,58534,Yes,No,No,No,2
T01251,International,USA,12,1682.0,111012,Yes,No,No,No,0
T01252,Domestic,Singapore,11,3143.39,144012,Yes,No,No,No,2
T01253,Domestic,Singapore,7,3633.19,211848,Yes,No,No,No,2
T01254,International,Singapore,1,3922.89,258416,Yes,No,No,No,3
T01255,International,Australia,25,8900.99,250236,Yes,Yes,No,Yes,2
T01256,International,Europe,26,955.6,35820,Yes,Yes,Yes,No,2
T01257,International,UK,28,8195.85,571221,No,Yes,No,No,5
T01258,Domestic,UAE,16,7544.0,241408,Yes,Yes,No,No,0
T01259,Domestic,USA,17,7538.01,416468,Yes,No,No,No,3
T01260,International,USA,27,5483.18,394290,Yes,Yes,No,No,5
T01261,International,UK,6,6055.35,275730,No,No,No,No,4
T01262,International,UK,8,8138.0,569660,Yes,No,No,Yes,0
T01263,Domestic,UK,24,5986.0,448950,Yes,No,No,No,0
T01264,International,India,6,4900.54,265650,Yes,No,No,No,4
T01265,International,UK,11,5818.1,321074,Yes,No,No,No,2
T01266,International,UK,2,854.21,26460,Yes,No,No,No,5
T01267,Domestic,UAE,5,5920.18,277886,Yes,No,Yes,Yes,1
T01268,International,India,29,932.72,21802,Yes,No,No,No,3
T01269,Domestic,Singapore,8,2273.6,155440,Yes,No,Yes,Yes,1
T01270,International,Europe,11,2168.49,115199,Yes,No,Yes,No,4
T01271,International,Australia,27,5645.0,434665,Yes,Yes,No,No,0
T01272,International,India,28,8565.0,411120,Yes,Yes,No,No,0
T01273,Domestic,Singapore,26,1610.38,85550,Yes,No,No,Yes,3
T01274,International,USA,15,8633.0,595677,Yes,No,No,No,0
T01275,International,Europe,22,7298.0,160556,Yes,No,Yes,No,0
T01276,Domestic,India,9,1559.56,69594,Yes,Yes,Yes,No,3
T01277,International,UK,2,8226.58,327636,Yes,No,Yes,No,5
T01278,International,USA,16,1357.69,55574,No,No,No,No,5
T01279,Domestic,USA,27,2943.11,171985,Yes,No,Yes,No,3
T01280,Domestic,India,27,6900.24,216949,Yes,No,No,No,4
T01281,International,UK,23,1367.0,51946,Yes,No,No,No,0
T01282,International,UAE,22,2510.0,87850,Yes,No,Yes,No,0
T01283,International,USA,11,4487.32,180005,Yes,No,No,Yes,4
T01284,International,India,20,7402.21,515907,Yes,Yes,Yes,No,5
T01285,Domestic,UAE,10,1413.71,48576,No,No,No,No,2
T01286,International,UK,22,5793.13,349856,No,Yes,No,No,2
T01287,Domestic,Singapore,22,6854.37,356850,Yes,No,No,Yes,2
T01288,International,India,14,2920.57,90468,No,Yes,No,Yes,5
T01289,International,UAE,24,5259.01,238538,Yes,Yes,No,No,5
T01290,Domestic,UAE,2,4267.8,240604,Yes,No,No,Yes,4
T01291,Domestic,UAE,18,9880.0,592800,Yes,No,Yes,No,0
T01292,Domestic,USA,18,5083.17,275550,Yes,No,No,Yes,4
T01293,International,USA,10,5455.81,195195,Yes,No,No,No,4
T01294,Domestic,UAE,26,3388.8,288673,Yes,No,No,No,5
T01295,International,Europe,5,1746.97,105502,Yes,Yes,No,No,2
T01296,International,UK,7,555.66,23247,Yes,Yes,No,No,1
T01297,International,Australia,20,6397.0,134337,Yes,Yes,No,No,0
T01298,Domestic,Australia,19,2770.52,156315,No,No,No,No,5
T01299,Domestic,Europe,18,4445.69,300885,Yes,Yes,No,Yes,2
T01300,International,USA,6,6717.9,363315,Yes,No,No,No,1
T01301,Domestic,India,6,6893.32,358734,Yes,Yes,No,No,1
T01302,International,UAE,13,3582.24,91149,Yes,No,No,No,5
T01303,International,UAE,26,9109.8,687209,Yes,No,Yes,No,3
T01304,International,India,12,6446.0,135366,Yes,No,Yes,No,0
T01305,International,UAE,21,3597.58,194563,Yes,Yes,No,No,1
T01306,International,UK,9,4082.11,149028,Yes,Yes,No,Yes,5
T01307,International,UAE,3,1928.97,66154,Yes,No,Yes,Yes,5
T01308,International,USA,12,5532.86,362943,Yes,No,No,Yes,2
T01309,International,Australia,5,4457.49,213120,No,No,Yes,No,3
T01310,Domestic,UAE,10,3591.0,154413,Yes,No,No,No,0
T01311,International,Australia,13,593.08,13503,Yes,Yes,Yes,No,4
T01312,International,India,14,3219.26,167600,Yes,No,No,Yes,2
T01313,Domestic,UAE,11,8378.02,581332,Yes,No,No,No,1
T01314,International,Singapore,9,1651.3,99415,Yes,Yes,No,No,1
T01315,International,UK,28,6130.23,293618,Yes,No,No,No,2
T01316,International,UK,29,765.62,39809,Yes,No,No,No,5
T01317,Domestic,Europe,10,7681.24,219464,Yes,Yes,No,No,1
T01318,Domestic,Singapore,12,3425.0,251091,Yes,Yes,Yes,No,3
T01319,International,Singapore,18,2702.0,99974,Yes,No,No,No,0
T01320,International,USA,8,7712.13,581774,Yes,No,No,No,3
T01321,International,Europe,3,1914.92,127010,Yes,No,No,Yes,1
T01322,Domestic,Australia,18,7509.92,635076,Yes,Yes,No,No,4
T01323,Domestic,UK,1,4453.0,200385,No,No,No,Yes,0
T01324,International,Australia,27,750.0,39750,Yes,No,No,No,0
T01325,Domestic,Australia,5,7201.08,314916,Yes,Yes,No,No,2
T01326,Domestic,India,4,929.67,64856,Yes,No,No,No,2
T01327,International,Europe,12,7202.77,156180,Yes,No,Yes,No,4
T01328,International,USA,13,1763.55,109256,Yes,No,No,No,5
T01329,International,Europe,19,1169.0,35070,Yes,No,Yes,No,0
T01330,International,Singapore,7,3541.89,218880,Yes,No,Yes,Yes,4
T01331,International,UAE,3,6400.11,419832,Yes,No,No,No,2
T01332,International,UK,28,654.99,25916,Yes,No,No,No,2
T01333,Domestic,Australia,15,6351.0,298497,Yes,No,No,No,0
T01334,Domestic,Singapore,14,5334.68,368420,Yes,No,No,No,3
T01335,International,USA,9,4606.0,314900,Yes,No,No,Yes,1
T01336,International,Singapore,11,5187.12,286253,Yes,No,Yes,No,2
T01337,Domestic,Europe,11,2589.73,60165,No,No,No,No,5
T01338,International,Singapore,27,2497.53,129861,No,No,No,No,5
T01339,Domestic,UAE,1,2680.48,111640,Yes,Yes,No,No,2
T01340,International,USA,29,8279.67,184737,Yes,No,Yes,Yes,3
T01341,International,UK,25,1284.73,69615,Yes,No,No,No,3
T01342,Domestic,Australia,5,6133.75,312550,No,Yes,No,No,4
T01343,International,UK,15,4016.12,346554,Yes,No,No,No,5
T01344,Domestic,UAE,17,6320.07,465936,No,No,No,No,4
T01345,International,Australia,26,4428.31,357627,Yes,No,No,No,5
T01346,Domestic,UAE,1,5959.38,133782,Yes,No,No,No,1
T01347,International,Singapore,14,5963.3,383355,Yes,No,Yes,No,1
T01348,International,USA,23,8835.0,415245,Yes,Yes,Yes,No,0
T01349,Domestic,Europe,6,8842.74,210914,Yes,No,No,No,4
T01350,International,UK,14,6858.22,371332,Yes,No,No,No,2
T01351,International,UK,18,833.82,47008,Yes,No,No,No,4
T01352,Domestic,UAE,14,4657.94,160050,Yes,Yes,No,No,2
T01353,Domestic,USA,22,3100.29,181170,Yes,Yes,No,No,3
T01354,International,Europe,16,4468.87,198645,Yes,Yes,No,No,4
T01355,Domestic,UK,25,2058.39,120285,Yes,No,No,Yes,3
T01356,Domestic,Europe,1,7204.96,360248,Yes,No,No,Yes,1
T01357,International,Singapore,24,5363.54,268177,No,Yes,No,Yes,1
T01358,International,Australia,13,690.0,14490,Yes,Yes,No,No,0
T01359,International,India,28,4703.16,392623,Yes,Yes,No,No,4
T01360,International,Australia,17,6591.17,385165,Yes,No,No,No,3
T01361,Domestic,USA,6,670.36,55142,No,No,Yes,No,2
T01362,International,India,29,4507.02,211554,Yes,No,No,No,1
T01363,International,Singapore,10,3327.1,74690,Yes,No,No,Yes,1
T01364,Domestic,Europe,7,7851.27,343350,Yes,Yes,Yes,No,2
T01365,International,Australia,15,8332.37,230178,Yes,Yes,No,No,3
T01366,International,Europe,29,6420.81,327456,No,Yes,Yes,No,3
T01367,Domestic,India,22,7305.16,522720,Yes,No,No,Yes,4
T01368,Domestic,UAE,20,6249.97,149072,Yes,No,No,No,4
T01369,International,UK,12,6192.76,137020,Yes,No,Yes,No,5
T01370,International,Singapore,28,754.77,41750,Yes,Yes,No,No,5
T01371,International,UAE,19,6916.0,290472,Yes,No,Yes,No,0
T01372,Domestic,UK,15,3650.5,141550,Yes,Yes,No,No,1
T01373,International,India,7,2782.78,93527,Yes,Yes,No,No,4
T01374,International,Singapore,1,5414.68,138072,Yes,No,No,No,3
T01375,International,UAE,11,5626.98,281232,No,No,Yes,No,2
T01376,International,UAE,25,8451.9,296340,Yes,Yes,No,Yes,3
T01377,Domestic,Australia,29,1716.96,61320,Yes,No,No,No,1
T01378,International,USA,20,7345.26,235654,No,No,No,Yes,5
T01379,Domestic,Australia,15,2420.75,198044,Yes,Yes,No,No,3
T01380,Domestic,UAE,20,9574.0,516996,Yes,No,No,Yes,0
T01381,Domestic,UAE,25,619.36,18328,Yes,No,Yes,Yes,1
T01382,International,India,8,6635.68,345027,Yes,Yes,No,Yes,5
T01383,International,UK,10,5500.21,269169,Yes,Yes,No,No,2
T01384,Domestic,India,26,8444.43,579204,No,No,No,No,5
T01385,Domestic,UK,9,9958.0,248950,Yes,No,No,No,0
T01386,Domestic,Australia,15,1025.08,26150,Yes,No,No,No,1
T01387,International,Australia,4,1572.17,114590,Yes,Yes,Yes,No,2
T01388,Domestic,Australia,5,4871.0,306873,Yes,No,No,Yes,0
T01389,International,USA,11,1542.09,100654,Yes,Yes,No,No,5
T01390,Domestic,India,18,3506.0,94662,No,Yes,No,No,0
T01391,International,UK,28,4768.68,194640,Yes,No,No,No,1
T01392,International,Australia,29,1596.62,124632,Yes,Yes,No,No,4
T01393,Domestic,India,7,2389.0,183953,No,Yes,No,No,0
T01394,International,Singapore,7,3958.0,102908,Yes,No,No,No,0
T01395,International,UAE,25,8657.75,670460,Yes,No,No,No,5
T01396,Domestic,Singapore,27,833.41,32270,No,Yes,No,No,5
T01397,Domestic,Europe,14,6037.07,182294,Yes,Yes,No,No,2
T01398,Domestic,Europe,14,4751.01,126144,Yes,No,No,No,5
T01399,International,Australia,19,6010.45,453406,Yes,No,No,No,3
T01400,International,Singapore,15,1447.46,41356,Yes,No,No,No,1
T01401,Domestic,USA,5,3231.06,164850,Yes,No,No,Yes,1
T01402,Domestic,UAE,6,2243.2,48640,Yes,No,No,Yes,4
T01403,International,Australia,23,3348.2,90750,Yes,No,No,No,4
T01404,International,UK,6,9048.34,387786,Yes,No,No,No,1
T01405,International,UAE,17,3162.8,113157,Yes,No,No,No,4
T01406,Domestic,UAE,24,5782.57,150525,No,Yes,No,No,2
T01407,Domestic,Europe,5,7197.92,509632,Yes,No,Yes,Yes,5
T01408,Domestic,Europe,13,8962.1,640150,Yes,Yes,Yes,No,1
T01409,International,Australia,5,6818.15,539616,Yes,Yes,Yes,No,4
T01410,International,UAE,12,7999.74,416313,Yes,Yes,No,Yes,1
T01411,International,Europe,29,1357.2,77868,Yes,No,No,No,3
T01412,Domestic,UK,27,2029.0,142030,Yes,Yes,No,No,0
T01413,International,Australia,7,625.51,53976,Yes,No,No,No,5
T01414,Domestic,Europe,28,9495.22,193780,No,No,Yes,No,1
T01415,International,UK,4,4704.0,235200,Yes,No,No,No,0
T01416,International,Singapore,28,7333.75,429354,Yes,No,No,No,4
T01417,International,USA,27,4327.0,250966,Yes,Yes,No,No,0
T01418,International,Europe,22,3936.58,248235,No,No,No,No,5
T01419,International,Europe,9,2910.6,80190,Yes,Yes,No,No,1
T01420,Domestic,India,12,4810.43,265772,Yes,Yes,No,No,3
T01421,International,Australia,10,5288.86,303902,Yes,No,No,No,4
T01422,International,India,14,8766.1,429360,Yes,No,Yes,No,1
T01423,Domestic,UAE,27,8125.34,665186,Yes,Yes,No,No,5
T01424,Domestic,UAE,17,6440.9,377082,Yes,No,No,Yes,4
T01425,International,India,27,9160.3,219374,Yes,Yes,No,No,2
T01426,Domestic,UK,17,7056.0,197568,No,Yes,No,No,0
T01427,International,Singapore,12,1580.96,47223,Yes,Yes,No,Yes,5
T01428,International,Europe,27,6809.24,432490,Yes,No,No,Yes,2
T01429,International,Europe,15,3253.6,209160,Yes,No,No,No,1
T01430,International,Europe,22,8626.02,430755,Yes,No,No,Yes,3
T01431,Domestic,Australia,15,2045.81,75412,Yes,No,Yes,Yes,4
T01432,International,UAE,19,4371.0,109275,Yes,No,No,No,0
T01433,Domestic,UK,1,976.79,33888,Yes,No,No,No,4
T01434,Domestic,USA,6,7867.44,385344,Yes,No,No,No,1
T01435,International,Singapore,2,2195.24,142800,Yes,No,No,No,4
T01436,International,India,25,5629.0,416546,Yes,No,No,No,0
T01437,International,Singapore,20,5053.86,232065,Yes,No,No,No,1
T01438,International,Australia,4,3437.67,137899,Yes,No,No,Yes,4
T01439,International,UK,23,857.43,60126,Yes,Yes,Yes,No,3
T01440,Domestic,UAE,11,5410.87,389090,Yes,No,No,No,5
T01441,Domestic,UK,5,1820.84,63172,Yes,No,No,No,1
T01442,Domestic,UAE,11,1552.94,120260,Yes,Yes,No,No,5
T01443,Domestic,USA,3,5898.62,373178,Yes,No,No,No,1
T01444,International,Singapore,14,3416.53,228690,No,No,No,No,3
T01445,International,Singapore,21,4373.17,179006,Yes,Yes,No,No,5
T01446,International,Europe,17,4424.56,271813,Yes,Yes,No,No,2
T01447,Domestic,India,5,8488.0,314056,Yes,No,No,No,0
T01448,International,India,22,974.81,60900,Yes,No,No,Yes,2
T01449,Domestic,Australia,25,6599.54,300510,Yes,Yes,Yes,No,4
T01450,Domestic,UK,26,5572.8,130262,Yes,No,No,No,3
T01451,International,UK,6,948.88,47424,Yes,Yes,No,No,2
T01452,International,Singapore,7,9019.92,395772,Yes,No,Yes,No,1
T01453,Domestic,Europe,9,3729.13,206193,Yes,Yes,No,Yes,4
T01454,International,UK,10,4259.5,258608,Yes,No,No,No,4
T01455,International,USA,24,8351.64,226096,Yes,Yes,No,No,2
T01456,Domestic,India,28,2709.29,76167,Yes,No,No,No,2
T01457,International,USA,24,4085.71,121548,Yes,No,No,No,3
T01458,International,Europe,4,6175.0,469300,Yes,No,No,Yes,0
T01459,International,USA,7,7546.82,557918,Yes,Yes,No,Yes,2
T01460,Domestic,Singapore,17,1329.19,84424,No,No,Yes,Yes,2
T01461,International,USA,27,476.37,19499,Yes,Yes,No,No,5
T01462,Domestic,UAE,26,5432.14,160747,Yes,No,Yes,No,1
T01463,Domestic,UK,1,6113.22,378728,No,No,Yes,No,5
T01464,International,UK,12,5376.52,344984,Yes,No,Yes,No,5
T01465,Domestic,Europe,22,4318.53,299648,Yes,No,No,No,4
T01466,International,UAE,11,7949.0,222572,Yes,No,No,No,0
T01467,International,USA,17,7617.54,567429,Yes,Yes,No,No,1
T01468,International,USA,10,8095.19,309636,No,Yes,No,No,3
T01469,Domestic,Singapore,13,7568.12,353804,Yes,No,No,No,3
T01470,International,India,4,3075.2,134484,Yes,No,No,No,2
T01471,Domestic,Europe,18,6856.3,249865,Yes,No,No,No,2
T01472,Domestic,USA,11,8549.79,644964,No,No,Yes,No,3
T01473,International,UK,6,1016.1,51842,Yes,No,No,No,2
T01474,Domestic,Australia,20,6803.0,503422,Yes,No,No,No,0
T01475,Domestic,India,11,3625.63,192528,Yes,Yes,No,No,5
T01476,International,USA,10,8100.01,413266,Yes,Yes,No,No,2
T01477,Domestic,UK,20,6424.29,278600,Yes,Yes,No,No,4
T01478,International,UK,29,4123.0,274752,Yes,No,No,No,2
T01479,Domestic,UK,7,4017.02,299227,Yes,Yes,No,Yes,1
T01480,International,UK,23,7864.0,597664,Yes,No,No,No,0
T01481,International,Europe,7,3689.7,90360,No,No,No,No,1
T01482,International,USA,8,6634.6,500980,No,Yes,No,No,1
T01483,Domestic,Europe,25,7648.28,373140,Yes,Yes,No,No,4
T01484,International,Europe,16,8989.0,521362,Yes,No,No,No,0
T01485,Domestic,India,15,6418.0,365826,Yes,No,No,No,0
T01486,International,Australia,27,5498.0,208924,Yes,No,No,Yes,0
T01487,International,India,10,8690.0,625680,Yes,Yes,No,No,0
T01488,Domestic,Australia,21,2755.0,104690,No,No,Yes,No,0
T01489,Domestic,USA,19,2871.33,124520,Yes,No,No,Yes,4
T01490,Domestic,UAE,7,6182.09,186673,Yes,No,No,No,2
T01491,International,India,6,3309.46,168850,Yes,Yes,Yes,No,1
T01492,International,Europe,1,6455.0,497035,Yes,No,No,No,0
T01493,International,Australia,29,8890.42,212911,Yes,Yes,No,Yes,2
T01494,International,UAE,10,5485.8,199920,Yes,No,Yes,No,2
T01495,International,USA,18,9308.04,398916,Yes,No,No,No,1
T01496,International,India,5,4047.35,162356,Yes,Yes,Yes,Yes,4
T01497,International,India,1,7986.96,271552,Yes,No,No,No,3
T01498,International,India,14,8517.79,280550,Yes,No,No,No,3
T01499,International,UK,8,8033.75,292775,Yes,No,No,Yes,2
T01500,Domestic,UK,9,566.76,15675,Yes,Yes,No,No,5
T01501,International,USA,19,4869.42,172384,Yes,No,Yes,Yes,5
T01502,Domestic,UAE,9,6367.06,500269,No,No,No,No,1
T01503,International,Europe,22,9010.97,258498,Yes,No,Yes,No,3
T01504,International,USA,9,1537.6,88055,Yes,No,No,Yes,2
T01505,International,Australia,25,5908.69,243428,Yes,No,Yes,Yes,4
T01506,International,Europe,11,5351.62,176266,Yes,Yes,Yes,No,3
T01507,International,UAE,13,4593.59,162622,Yes,No,No,No,2
T01508,International,UK,25,5396.49,376473,No,No,No,No,2
T01509,International,Singapore,29,9063.0,697851,Yes,Yes,No,No,0
T01510,International,Singapore,1,3574.18,127875,No,No,No,No,4
T01511,International,UK,13,4921.0,383838,Yes,No,No,No,0
T01512,International,UK,8,8474.06,484232,Yes,No,Yes,No,1
T01513,Domestic,UK,23,3728.0,160304,Yes,No,No,No,0
T01514,International,India,1,7984.0,199600,Yes,No,Yes,No,0
T01515,International,Australia,14,5732.8,134002,Yes,No,No,No,3
T01516,Domestic,USA,21,6315.69,188649,Yes,Yes,No,No,5
T01517,International,UK,25,6178.25,225155,Yes,No,Yes,No,2
T01518,International,Europe,5,8631.52,430468,Yes,No,Yes,No,4
T01519,International,Singapore,12,931.0,67963,Yes,No,No,No,0
T01520,International,USA,21,788.62,37620,Yes,No,Yes,No,4
T01521,Domestic,USA,20,7750.22,368682,Yes,No,No,No,5
T01522,Domestic,India,14,8573.69,682920,Yes,Yes,No,No,5
T01523,Domestic,UK,17,1515.0,62115,Yes,No,No,No,0
T01524,Domestic,USA,6,3432.94,77066,Yes,No,No,Yes,1
T01525,Domestic,India,9,4309.0,228377,Yes,No,No,Yes,0
T01526,International,Australia,10,1020.25,66124,No,Yes,Yes,No,3
T01527,International,USA,27,2205.08,140056,Yes,No,No,No,2
T01528,International,UK,11,8948.38,474812,Yes,Yes,No,No,1
T01529,Domestic,Europe,22,5494.0,214266,Yes,No,No,No,0
T01530,International,Europe,1,1930.52,129766,Yes,No,No,No,4
T01531,International,UAE,1,9180.64,562080,Yes,No,No,No,1
T01532,International,India,24,5159.7,352755,No,No,No,No,1
T01533,International,UK,25,5916.0,431868,Yes,No,No,No,0
T01534,Domestic,USA,28,545.86,14482,Yes,Yes,No,Yes,1
T01535,Domestic,Europe,26,2150.04,107226,Yes,No,No,No,4
T01536,Domestic,UK,20,2359.23,203580,Yes,No,No,No,5
T01537,Domestic,UAE,12,5746.72,381160,Yes,No,No,No,1
T01538,International,Australia,27,3775.68,292390,Yes,No,No,No,5
T01539,Domestic,Australia,8,8408.31,565192,Yes,No,No,Yes,4
T01540,International,UAE,18,1382.0,34550,Yes,No,Yes,Yes,0
T01541,International,UK,13,5315.81,199260,Yes,No,No,No,2
T01542,International,USA,11,8056.58,189083,Yes,Yes,No,No,1
T01543,International,USA,19,8002.05,374940,Yes,No,No,No,2
T01544,International,Europe,13,2668.41,153329,Yes,Yes,No,No,4
T01545,International,Singapore,16,7072.66,375284,Yes,No,No,No,1
T01546,International,Singapore,4,6029.15,480240,Yes,Yes,No,No,5
